gene_id,num_transcripts,avg_pre_splice_length,avg_post_splice_length,avg_exon_count,avg_exon_length,avg_gc_content,avg_viennaRNA_energy,avg_RNAstructure_energy,avg_internal_priming_count
ENSG00000137076,5,1185.3,891.6,8,190.1,56.9,-15.8,-13.7,0.9
ENSG00000137133,1,1158.8,980.4,8,124.3,42.3,-8.5,-11.9,1.0
ENSG00000122705,2,1151.8,802.3,6,156.8,41.1,-15.1,-12.9,0.85
ENSG00000147905,3,1204.1,831.5,9,162.9,52.4,-13.9,-11.2,0.1
ENSG00000137106,5,1246.5,880.4,8,150.1,55.1,-10.1,-10.7,0.78
ENSG00000175768,4,1166.4,965.7,10,160.9,50.6,-13.5,-10.1,0.04
ENSG00000107371,1,1100.6,916.0,8,194.5,41.5,-12.7,-10.2,0.7
ENSG00000165060,3,1296.0,961.5,6,153.1,43.4,-10.2,-8.4,0.61
ENSG00000198887,5,1206.6,985.1,8,147.9,40.8,-10.6,-15.0,0.27
ENSG00000156052,1,1261.3,989.4,8,197.3,50.4,-13.4,-13.6,0.67
ENSG00000135018,1,1125.7,863.7,6,121.4,41.7,-9.3,-12.3,0.72
ENSG00000165119,3,1191.5,984.8,8,131.8,53.7,-9.6,-12.5,0.7
ENSG00000135040,4,1125.7,935.8,7,165.4,40.0,-13.9,-12.3,0.08
ENSG00000135070,1,1201.4,839.3,9,143.2,58.6,-13.4,-11.7,0.98
ENSG00000135047,4,1104.4,988.4,9,120.9,40.1,-15.1,-10.5,0.42
ENSG00000123975,5,1109.1,820.5,5,153.1,53.1,-15.0,-9.4,0.44
ENSG00000187742,1,1114.4,956.7,6,146.0,60.0,-10.3,-10.7,0.42
ENSG00000090054,4,1298.6,956.2,7,142.2,50.2,-9.4,-15.7,0.24
ENSG00000196305,3,1177.0,823.1,6,162.9,45.2,-12.6,-8.2,0.12
ENSG00000198000,5,1241.4,967.0,5,144.1,51.5,-11.7,-15.2,0.2
ENSG00000188938,1,1256.8,824.4,5,162.1,43.3,-13.5,-12.4,0.12
ENSG00000048828,3,1139.4,922.3,10,160.4,56.2,-11.9,-9.3,0.48
ENSG00000158122,2,1186.8,968.9,6,124.1,46.3,-9.1,-13.2,0.84
ENSG00000196312,4,1218.1,892.0,6,157.7,50.8,-15.8,-15.8,0.37
ENSG00000136937,2,1269.2,810.6,6,160.8,48.9,-10.6,-8.9,0.79
ENSG00000136936,3,1117.6,913.0,6,147.9,58.8,-9.4,-10.6,0.78
ENSG00000136938,1,1231.4,829.5,5,197.2,41.7,-11.7,-10.1,0.85
ENSG00000095380,3,1252.4,810.9,7,164.3,47.2,-12.5,-11.3,0.45
ENSG00000106799,5,1169.5,855.3,10,170.7,42.1,-9.2,-14.5,0.6
ENSG00000106803,2,1202.5,934.9,9,133.8,52.4,-13.1,-14.3,0.21
ENSG00000023318,1,1173.9,988.0,5,121.5,59.6,-15.5,-15.4,0.95
ENSG00000136891,2,1154.4,867.2,6,188.1,48.5,-13.9,-9.6,0.41
ENSG00000136897,3,1261.5,902.0,5,183.6,57.1,-14.2,-13.8,0.32
ENSG00000136824,2,1198.0,805.7,6,135.0,48.7,-15.0,-9.7,0.4
ENSG00000136783,5,1274.6,802.2,5,161.4,40.4,-13.3,-11.6,0.48
ENSG00000095209,5,1249.7,970.2,7,190.1,53.3,-8.8,-13.0,0.84
ENSG00000119318,5,1130.2,901.1,10,172.4,53.9,-12.5,-14.2,0.76
ENSG00000119326,3,1298.3,858.8,9,169.9,58.6,-9.5,-8.4,0.95
ENSG00000136810,3,1134.1,983.2,8,187.1,44.3,-12.8,-10.1,0.0
ENSG00000136813,5,1108.3,976.8,9,132.0,55.9,-11.1,-12.2,0.25
ENSG00000242616,4,1231.6,941.7,8,145.7,40.6,-12.2,-14.6,0.55
ENSG00000148154,4,1176.2,863.2,7,134.8,47.6,-14.7,-11.6,0.47
ENSG00000119314,2,1266.7,895.5,7,131.4,59.4,-14.4,-14.3,0.3
ENSG00000119471,3,1225.7,801.6,5,139.2,52.6,-12.9,-12.0,0.94
ENSG00000136868,2,1182.9,922.5,8,183.1,54.9,-12.0,-9.4,0.77
ENSG00000176386,5,1116.9,939.5,9,181.1,41.6,-11.2,-13.3,0.12
ENSG00000136875,4,1133.5,825.9,8,154.9,50.6,-15.4,-14.5,0.73
ENSG00000148229,3,1218.3,819.9,7,175.5,56.8,-10.1,-8.7,0.73
ENSG00000136888,5,1268.3,968.1,10,155.5,54.8,-8.6,-14.0,0.77
ENSG00000136861,3,1254.8,979.2,10,183.9,55.4,-15.0,-11.6,0.2
ENSG00000095261,1,1149.7,901.6,8,160.2,41.0,-15.7,-11.9,0.23
ENSG00000119403,2,1244.9,881.5,9,144.7,40.4,-8.4,-12.6,0.12
ENSG00000119396,1,1153.2,810.3,6,167.3,54.7,-13.1,-12.2,0.76
ENSG00000119421,2,1205.8,985.5,10,136.7,42.0,-8.1,-13.0,0.34
ENSG00000119446,2,1298.5,834.8,7,131.7,55.1,-12.9,-10.7,0.52
ENSG00000148187,3,1249.0,958.8,8,126.7,52.0,-14.0,-11.0,0.66
ENSG00000165209,3,1171.9,984.3,9,156.3,54.1,-14.8,-10.0,0.02
ENSG00000136930,1,1150.1,942.9,8,120.7,45.4,-14.2,-9.2,0.48
ENSG00000148200,2,1170.1,983.5,7,189.9,56.3,-14.1,-9.9,0.78
ENSG00000136942,2,1106.5,968.8,6,135.1,47.7,-9.0,-14.5,0.33
ENSG00000136950,1,1175.5,973.5,5,135.7,53.8,-12.2,-10.5,0.66
ENSG00000119414,5,1266.1,855.1,5,123.3,45.6,-13.0,-13.6,0.8
ENSG00000044574,2,1206.5,860.7,6,156.3,47.0,-11.1,-10.1,0.8
ENSG00000165219,4,1263.6,869.2,9,199.7,58.7,-10.7,-14.3,0.78
ENSG00000119487,4,1162.9,872.2,8,190.5,50.2,-12.8,-11.1,0.41
ENSG00000197958,2,1147.4,953.9,7,125.4,58.4,-10.1,-15.8,0.22
ENSG00000136908,5,1127.6,953.1,9,137.2,41.3,-12.0,-8.4,0.45
ENSG00000148334,5,1253.6,882.9,10,169.3,44.7,-15.8,-15.4,0.45
ENSG00000171159,3,1220.3,958.0,8,195.2,41.2,-9.1,-15.5,0.04
ENSG00000148337,5,1125.9,944.8,6,194.1,52.2,-14.3,-11.7,0.75
ENSG00000167110,5,1211.7,955.7,8,140.1,58.9,-12.1,-9.3,0.36
ENSG00000175854,4,1205.1,914.9,5,185.6,52.2,-15.1,-15.8,0.48
ENSG00000167112,2,1210.2,812.7,6,173.0,55.2,-10.6,-12.1,0.84
ENSG00000167113,3,1191.9,914.1,7,165.8,50.5,-13.3,-14.4,0.88
ENSG00000167118,2,1202.4,848.8,7,178.0,46.1,-11.9,-10.8,0.0
ENSG00000119333,1,1258.0,840.5,10,191.4,53.2,-10.9,-10.9,0.25
ENSG00000119335,5,1210.3,960.9,5,121.9,54.2,-15.7,-11.1,0.31
ENSG00000160446,3,1278.1,965.9,6,166.2,45.8,-12.8,-14.5,0.55
ENSG00000167136,3,1272.2,853.8,9,186.4,46.2,-15.2,-8.9,0.59
ENSG00000095319,3,1238.7,844.2,7,175.7,46.4,-15.1,-13.3,0.54
ENSG00000148335,2,1147.4,924.5,7,126.1,57.8,-15.8,-9.9,0.64
ENSG00000136827,5,1287.2,931.4,5,159.4,53.1,-13.3,-14.7,0.14
ENSG00000136819,1,1262.5,974.5,7,185.0,58.1,-9.3,-12.8,0.6
ENSG00000136878,2,1175.5,987.7,8,157.9,53.0,-15.9,-10.9,0.85
ENSG00000107164,2,1213.4,970.5,6,161.8,55.4,-12.3,-15.2,0.73
ENSG00000130713,5,1153.4,927.2,7,127.8,59.4,-8.9,-10.1,0.09
ENSG00000097007,1,1187.3,804.1,5,160.2,43.0,-9.7,-11.6,0.67
ENSG00000126883,3,1259.9,938.6,10,146.3,51.9,-13.2,-15.7,0.76
ENSG00000130723,3,1145.7,811.5,5,175.1,49.1,-10.5,-13.2,0.96
ENSG00000160563,4,1233.8,855.5,10,190.5,44.0,-11.5,-14.3,0.16
ENSG00000107290,4,1229.7,902.7,8,149.8,48.7,-8.6,-13.5,0.97
ENSG00000125482,1,1235.8,953.5,9,175.4,47.1,-12.2,-12.1,0.98
ENSG00000125484,2,1126.3,979.9,9,179.4,45.6,-14.0,-14.7,0.66
ENSG00000148308,4,1142.0,874.7,5,129.5,49.3,-9.1,-15.1,0.67
ENSG00000148296,4,1215.3,976.7,10,185.9,58.5,-11.7,-13.3,0.89
ENSG00000148303,2,1233.9,990.3,7,154.6,52.2,-15.5,-10.9,0.74
ENSG00000148291,1,1160.5,819.6,9,178.1,58.9,-13.7,-8.6,0.27
ENSG00000148248,3,1264.9,919.7,7,180.0,52.3,-9.3,-8.6,0.3
ENSG00000148300,1,1125.4,873.3,10,131.1,45.4,-14.8,-8.7,0.06
ENSG00000122140,1,1158.7,971.6,5,199.8,59.7,-10.9,-14.1,0.73
ENSG00000130560,3,1128.2,852.4,8,177.4,50.1,-12.0,-9.1,0.34
ENSG00000165689,4,1275.3,825.6,6,162.1,44.2,-9.8,-9.3,0.88
ENSG00000165688,5,1188.5,967.9,7,123.0,42.9,-9.2,-8.3,0.25
ENSG00000172889,1,1296.1,872.5,8,187.9,58.9,-13.2,-15.9,0.74
ENSG00000169692,5,1132.1,937.6,10,150.4,44.5,-14.0,-8.6,0.16
ENSG00000233016,2,1116.2,927.1,5,127.0,46.4,-15.3,-10.1,0.59
ENSG00000244187,1,1164.4,810.5,8,181.1,57.7,-13.4,-10.6,0.59
ENSG00000196642,1,1207.7,990.5,5,138.8,51.2,-8.2,-16.0,0.71
ENSG00000054148,1,1159.6,845.8,6,159.0,41.7,-9.8,-8.6,0.78
ENSG00000107223,2,1119.0,836.2,10,122.9,45.6,-8.0,-9.4,0.3
ENSG00000159069,4,1159.4,986.5,9,186.0,55.5,-10.4,-10.5,0.98
ENSG00000148362,2,1297.5,887.8,5,120.7,49.6,-14.3,-15.7,0.68
ENSG00000176978,2,1267.8,887.0,6,122.4,46.9,-13.8,-10.3,0.64
ENSG00000176101,3,1103.4,976.7,5,124.7,55.9,-11.9,-13.9,0.75
ENSG00000187713,5,1176.8,801.7,7,177.8,50.7,-8.9,-11.4,0.79
ENSG00000188229,2,1235.4,980.7,7,192.8,48.8,-10.3,-12.1,0.26
ENSG00000188986,3,1144.6,998.6,9,151.0,46.4,-12.1,-9.9,0.15
ENSG00000182154,3,1294.4,927.2,9,178.6,59.4,-10.1,-14.2,0.72
ENSG00000165724,1,1234.4,883.8,8,164.0,48.4,-10.6,-8.0,0.69
ENSG00000181090,3,1241.7,850.3,9,183.4,41.2,-13.4,-15.9,0.66
ENSG00000107929,4,1163.8,958.7,6,136.0,40.2,-14.6,-10.9,0.21
ENSG00000107937,2,1138.7,833.1,9,121.5,58.9,-15.4,-13.6,0.82
ENSG00000067064,4,1105.7,824.3,10,120.8,46.1,-9.2,-10.2,0.32
ENSG00000173848,5,1127.9,972.7,7,173.2,44.6,-14.6,-9.3,0.52
ENSG00000108021,4,1192.6,884.7,9,133.8,40.1,-8.3,-13.4,0.51
ENSG00000057608,5,1132.7,979.8,10,147.6,44.1,-9.3,-8.4,0.06
ENSG00000134453,5,1299.0,841.8,9,197.7,43.2,-9.6,-11.5,0.58
ENSG00000165629,3,1197.2,960.5,5,154.9,45.1,-14.8,-10.6,0.04
ENSG00000165632,4,1191.8,992.8,7,199.9,44.5,-15.9,-8.4,1.0
ENSG00000048740,5,1120.6,972.5,9,181.0,53.2,-8.2,-12.3,0.22
ENSG00000151461,5,1159.4,852.5,7,166.3,51.4,-8.2,-15.7,0.73
ENSG00000165609,3,1286.2,843.4,5,152.6,44.5,-9.1,-15.9,0.13
ENSG00000151465,2,1249.8,840.2,9,197.6,40.8,-11.9,-11.8,0.09
ENSG00000065328,1,1264.9,861.7,9,130.6,53.9,-10.3,-9.1,0.84
ENSG00000086475,5,1126.7,971.4,9,146.3,42.9,-15.1,-14.0,0.78
ENSG00000187522,5,1119.7,981.8,10,168.5,47.0,-11.4,-15.4,0.26
ENSG00000152464,5,1131.4,904.0,5,126.6,59.7,-8.0,-14.5,0.89
ENSG00000026025,1,1227.0,918.1,9,155.6,56.1,-9.4,-13.2,0.81
ENSG00000078403,3,1164.4,990.6,9,124.0,50.2,-8.1,-10.4,0.47
ENSG00000136770,2,1181.4,880.7,8,165.0,41.2,-14.4,-10.1,0.76
ENSG00000148444,2,1183.5,852.3,8,184.4,60.0,-10.7,-14.0,0.55
ENSG00000168283,5,1210.8,831.4,9,166.0,47.9,-10.4,-12.9,0.64
ENSG00000150867,4,1230.2,912.8,10,163.6,41.2,-9.9,-14.3,0.57
ENSG00000136758,4,1193.0,949.0,5,183.4,41.9,-9.1,-14.7,0.42
ENSG00000095787,5,1272.4,867.2,8,182.1,46.4,-8.3,-14.6,0.61
ENSG00000107968,5,1128.5,839.9,9,157.4,55.5,-15.4,-11.2,0.64
ENSG00000170759,3,1290.5,970.9,6,126.6,45.0,-10.4,-10.6,0.02
ENSG00000120616,2,1195.8,889.9,6,127.3,57.9,-11.2,-9.9,0.43
ENSG00000150093,1,1107.8,964.0,8,173.7,49.5,-12.7,-10.6,0.03
ENSG00000108094,3,1194.6,901.8,7,166.6,54.0,-15.3,-11.9,0.13
ENSG00000095794,4,1239.2,865.5,5,146.1,51.5,-14.8,-13.7,0.57
ENSG00000108100,1,1123.2,928.4,10,162.8,41.0,-12.2,-14.1,0.16
ENSG00000189180,4,1272.2,975.5,7,167.8,50.0,-12.7,-12.3,0.93
ENSG00000075407,4,1180.2,882.7,8,182.2,52.3,-11.2,-14.1,0.65
ENSG00000165733,1,1278.7,837.2,9,199.9,55.6,-10.1,-11.1,0.62
ENSG00000169813,5,1195.7,909.5,5,190.0,53.5,-10.0,-14.0,0.37
ENSG00000165512,3,1227.8,915.7,6,141.3,48.4,-13.2,-14.3,0.78
ENSG00000265354,4,1105.5,866.2,7,194.7,54.1,-15.0,-14.6,0.35
ENSG00000266412,1,1158.9,843.2,6,167.1,56.5,-10.1,-13.9,0.77
ENSG00000128805,2,1167.9,846.1,10,164.6,45.9,-8.2,-9.7,0.83
ENSG00000122952,3,1167.0,998.1,8,121.6,58.7,-9.6,-13.9,0.19
ENSG00000122873,1,1245.9,874.2,6,162.5,45.6,-14.4,-15.0,0.91
ENSG00000108064,3,1295.9,866.6,5,151.8,49.4,-8.8,-12.9,0.99
ENSG00000108091,3,1209.9,949.7,8,160.0,59.7,-12.0,-11.6,0.25
ENSG00000170312,5,1194.7,861.3,9,162.0,49.9,-15.3,-9.9,0.79
ENSG00000171988,4,1146.5,858.2,5,183.8,47.2,-15.9,-9.0,0.26
ENSG00000096746,5,1139.3,858.2,8,120.7,47.9,-12.0,-13.8,0.32
ENSG00000138336,2,1238.9,844.1,7,158.4,49.5,-14.8,-10.4,0.41
ENSG00000060339,3,1183.5,860.8,9,123.3,59.1,-8.4,-14.9,0.3
ENSG00000107625,4,1247.2,984.7,8,166.6,58.3,-14.9,-11.1,0.45
ENSG00000165732,4,1201.1,801.4,8,173.1,57.3,-12.5,-15.7,0.7
ENSG00000122958,2,1273.5,901.5,8,127.2,49.0,-14.3,-12.1,0.05
ENSG00000156515,1,1189.5,877.0,8,139.2,53.9,-13.5,-8.3,0.93
ENSG00000079332,3,1168.3,995.2,9,187.2,53.7,-14.4,-13.0,0.4
ENSG00000180817,2,1123.6,866.0,8,158.3,40.7,-11.0,-11.8,0.8
ENSG00000148730,4,1165.7,906.0,10,171.6,43.7,-14.7,-11.2,0.69
ENSG00000166228,5,1133.7,911.5,8,124.8,54.4,-9.9,-11.1,0.4
ENSG00000197746,1,1132.0,904.0,7,135.5,46.4,-12.4,-9.0,0.51
ENSG00000166295,5,1130.0,961.6,7,166.9,57.8,-10.1,-8.3,0.91
ENSG00000168209,3,1193.3,824.6,6,163.4,42.3,-12.7,-9.0,0.45
ENSG00000122884,2,1103.2,927.4,8,155.4,52.8,-9.9,-15.9,0.22
ENSG00000213551,1,1267.3,857.1,9,147.6,58.4,-14.1,-15.9,0.08
ENSG00000182180,5,1232.2,913.5,8,140.6,51.1,-12.3,-10.9,0.32
ENSG00000138279,5,1162.5,869.7,10,151.6,59.1,-14.1,-10.1,0.68
ENSG00000172586,1,1153.5,952.9,9,142.1,48.2,-15.2,-14.0,0.55
ENSG00000035403,1,1122.7,846.0,7,164.5,43.5,-8.3,-13.7,0.05
ENSG00000185009,2,1191.3,820.0,5,143.3,53.1,-11.2,-11.4,0.15
ENSG00000156110,2,1185.5,946.0,6,166.9,54.0,-9.8,-14.6,0.37
ENSG00000165637,1,1165.4,827.3,8,158.1,46.3,-15.5,-10.2,0.83
ENSG00000165644,2,1296.4,997.7,5,130.5,51.3,-14.3,-9.5,0.29
ENSG00000148606,1,1193.9,952.9,10,172.3,42.7,-15.5,-8.6,0.11
ENSG00000138326,4,1218.3,845.5,5,151.3,42.3,-9.3,-8.8,0.27
ENSG00000108179,3,1116.3,954.6,8,163.0,43.1,-11.7,-15.6,0.93
ENSG00000122359,5,1115.5,836.2,5,157.4,41.4,-10.6,-11.0,0.24
ENSG00000165678,4,1231.5,858.4,8,149.6,49.7,-9.2,-8.2,0.62
ENSG00000062650,2,1244.2,936.3,6,165.1,59.4,-14.1,-11.7,0.92
ENSG00000148672,1,1126.2,840.2,8,150.5,55.7,-15.8,-13.1,0.48
ENSG00000122376,3,1111.6,950.1,9,142.5,41.1,-10.5,-13.9,0.27
ENSG00000223482,5,1250.1,807.8,9,124.0,45.3,-8.5,-15.6,0.55
ENSG00000138182,4,1179.9,920.0,9,146.5,58.7,-11.9,-10.8,0.07
ENSG00000148688,3,1285.4,801.3,9,179.4,51.7,-9.6,-11.5,0.19
ENSG00000138160,4,1202.9,833.2,6,190.8,41.3,-9.5,-13.5,0.17
ENSG00000152804,5,1125.3,841.6,5,180.1,51.2,-8.6,-9.4,0.61
ENSG00000173145,3,1250.7,887.9,6,142.7,41.7,-8.9,-12.3,0.3
ENSG00000119969,4,1175.8,811.1,10,122.8,59.5,-15.3,-10.0,0.24
ENSG00000107438,5,1144.3,949.5,9,130.8,48.3,-12.6,-14.1,0.09
ENSG00000177853,1,1151.3,955.7,5,169.9,51.9,-10.1,-11.7,0.67
ENSG00000077147,2,1255.6,898.5,9,166.1,46.4,-15.5,-10.3,0.77
ENSG00000196233,2,1274.1,937.5,8,185.7,56.0,-12.7,-15.5,0.16
ENSG00000171314,3,1162.5,918.9,10,186.1,42.8,-13.8,-9.9,0.68
ENSG00000171311,3,1274.6,972.5,5,198.0,42.5,-10.2,-11.9,0.4
ENSG00000196072,4,1245.8,805.1,8,160.0,57.3,-8.7,-14.6,0.73
ENSG00000099194,5,1179.1,883.0,6,144.0,42.0,-15.1,-14.5,0.15
ENSG00000166136,2,1207.7,852.4,10,154.5,50.6,-12.6,-12.8,0.55
ENSG00000055950,5,1247.1,852.5,5,138.5,55.7,-11.0,-15.6,0.22
ENSG00000107833,4,1232.7,998.6,8,120.2,46.8,-11.5,-12.8,0.36
ENSG00000198408,3,1298.8,958.2,7,184.6,58.0,-11.2,-11.8,0.52
ENSG00000166197,1,1103.9,976.3,10,149.0,49.1,-15.7,-13.0,0.01
ENSG00000173915,4,1185.8,812.0,5,153.6,59.3,-11.5,-8.3,0.34
ENSG00000148843,2,1288.3,895.7,7,151.2,59.6,-15.3,-12.8,0.96
ENSG00000065613,1,1184.2,928.4,9,123.4,50.3,-8.0,-11.4,0.06
ENSG00000148834,1,1179.3,985.2,7,149.2,52.0,-11.1,-14.7,0.46
ENSG00000119953,4,1186.3,880.7,8,188.9,55.4,-9.7,-10.8,0.29
ENSG00000108055,2,1238.1,957.3,9,138.1,47.0,-13.1,-9.1,0.3
ENSG00000165669,5,1121.7,995.3,10,154.3,48.2,-13.0,-10.9,0.2
ENSG00000107581,5,1221.4,839.4,6,157.3,57.4,-11.9,-8.2,0.51
ENSG00000183605,3,1118.6,988.7,10,193.2,40.7,-11.0,-9.2,0.32
ENSG00000165672,3,1112.0,957.7,9,168.2,49.2,-9.7,-11.3,0.54
ENSG00000148908,3,1229.6,926.0,5,127.9,47.0,-9.9,-12.2,0.95
ENSG00000151923,2,1253.4,934.2,6,171.3,41.6,-12.3,-8.5,0.75
ENSG00000107672,1,1112.3,883.0,10,171.1,47.6,-13.2,-14.0,0.74
ENSG00000154473,2,1172.5,801.3,9,184.3,57.5,-14.5,-13.7,0.79
ENSG00000065154,3,1220.0,823.8,9,168.3,52.0,-9.4,-15.1,0.58
ENSG00000107949,4,1248.4,801.7,5,191.1,58.6,-9.4,-14.0,0.65
ENSG00000148773,5,1230.8,957.4,6,188.6,46.2,-8.9,-10.5,0.25
ENSG00000108010,5,1195.7,885.0,7,150.1,42.2,-15.0,-10.3,0.44
ENSG00000176171,5,1153.1,818.6,5,171.4,43.5,-15.6,-14.0,0.88
ENSG00000198546,5,1266.8,987.2,6,190.1,54.2,-13.6,-13.1,0.16
ENSG00000148803,2,1109.0,873.6,6,193.5,42.5,-15.2,-15.9,0.35
ENSG00000127884,1,1254.9,989.4,9,161.6,45.3,-13.6,-15.9,0.19
ENSG00000185627,5,1108.1,985.4,7,160.2,52.3,-9.0,-14.3,0.88
ENSG00000185201,2,1165.2,905.9,5,187.2,48.6,-8.1,-12.0,0.48
ENSG00000185885,3,1209.7,850.0,9,190.7,48.0,-10.2,-8.7,0.09
ENSG00000023191,4,1195.7,874.9,7,134.6,51.9,-10.6,-15.8,0.93
ENSG00000174775,3,1109.8,859.5,9,158.9,56.1,-13.9,-9.0,0.96
ENSG00000177156,4,1275.5,867.4,5,170.2,55.0,-11.3,-10.4,0.84
ENSG00000177600,4,1200.4,939.7,5,142.5,57.9,-15.9,-13.9,0.69
ENSG00000177700,5,1110.2,997.4,5,145.6,55.0,-15.0,-9.8,0.31
ENSG00000214026,5,1208.3,959.9,7,122.7,60.0,-11.4,-13.3,0.87
ENSG00000110651,5,1287.0,862.1,6,137.7,59.3,-9.6,-12.2,0.72
ENSG00000184281,4,1113.0,888.3,8,159.6,51.3,-10.2,-14.1,0.51
ENSG00000205531,3,1252.7,810.5,10,195.8,49.3,-13.1,-9.3,0.48
ENSG00000110713,3,1154.1,818.1,8,199.6,42.9,-11.3,-14.1,0.17
ENSG00000167325,1,1170.2,948.5,8,149.3,56.1,-14.7,-15.4,0.34
ENSG00000223609,2,1172.3,827.0,8,172.3,44.8,-8.6,-9.3,0.88
ENSG00000213934,3,1110.7,856.0,8,139.4,44.8,-15.5,-9.3,0.78
ENSG00000196565,4,1122.0,865.5,9,168.4,56.4,-15.5,-11.6,0.65
ENSG00000132286,2,1139.5,845.1,7,165.2,47.8,-12.9,-8.8,0.16
ENSG00000166337,4,1133.5,925.7,5,162.8,54.5,-10.7,-11.5,0.42
ENSG00000175390,3,1210.5,908.5,6,164.7,53.7,-10.7,-10.9,0.14
ENSG00000166441,1,1247.8,883.5,6,171.3,40.1,-10.1,-10.4,0.28
ENSG00000205339,2,1276.5,838.8,6,127.6,41.0,-15.4,-15.3,0.04
ENSG00000166483,1,1204.2,845.6,7,177.6,50.4,-15.7,-9.7,0.55
ENSG00000255823,2,1196.2,813.3,6,186.9,48.2,-9.9,-11.9,0.93
ENSG00000198730,1,1110.4,972.3,8,173.4,51.7,-14.0,-9.1,0.37
ENSG00000110321,4,1171.3,895.9,5,174.9,59.2,-12.9,-11.8,0.49
ENSG00000170242,5,1229.8,932.8,6,165.5,48.3,-13.1,-9.9,0.93
ENSG00000251381,5,1250.4,930.5,9,192.6,55.1,-12.8,-13.0,0.56
ENSG00000129083,1,1161.8,958.5,9,195.2,56.5,-13.5,-10.0,0.97
ENSG00000129084,1,1289.0,864.4,7,176.2,47.7,-9.1,-12.2,0.81
ENSG00000110696,5,1263.8,843.6,6,166.3,47.7,-11.3,-8.2,0.86
ENSG00000110700,2,1263.9,801.5,9,167.2,40.2,-9.9,-14.5,0.92
ENSG00000134333,4,1283.5,835.4,10,120.9,55.7,-10.0,-8.8,0.88
ENSG00000109881,2,1122.9,884.3,8,122.6,48.7,-13.3,-11.6,0.83
ENSG00000148943,3,1156.4,901.8,9,157.2,57.9,-11.7,-13.3,0.79
ENSG00000148950,5,1202.3,811.7,8,191.0,45.1,-12.8,-9.4,0.27
ENSG00000149100,5,1279.3,821.6,10,142.5,48.3,-11.2,-15.8,0.78
ENSG00000060749,5,1159.5,982.8,6,167.7,50.2,-15.2,-10.1,0.97
ENSG00000176102,2,1242.2,808.3,5,157.7,52.9,-12.6,-13.8,0.51
ENSG00000085063,5,1198.0,993.4,9,171.0,59.0,-14.1,-8.6,0.44
ENSG00000135363,5,1131.0,952.8,7,169.3,44.2,-10.4,-12.6,0.61
ENSG00000135387,5,1271.3,988.1,8,193.3,46.1,-9.1,-11.7,0.2
ENSG00000135372,4,1283.9,832.9,8,124.4,42.2,-15.7,-10.4,0.57
ENSG00000149089,5,1170.8,863.9,10,153.0,44.6,-12.6,-15.4,0.67
ENSG00000166326,1,1145.3,883.5,7,139.1,51.6,-10.1,-8.7,0.1
ENSG00000110442,3,1131.8,900.2,6,197.1,57.2,-11.4,-10.4,0.92
ENSG00000166181,3,1207.4,966.4,5,184.6,50.5,-15.6,-8.6,0.3
ENSG00000149084,4,1149.9,954.5,8,199.1,52.6,-8.2,-8.0,0.56
ENSG00000149091,2,1175.4,958.1,9,143.9,59.8,-9.1,-12.5,0.88
ENSG00000110492,2,1219.4,973.5,6,176.1,58.7,-12.0,-11.0,0.43
ENSG00000175216,4,1190.7,954.5,7,153.7,51.5,-15.3,-15.2,0.15
ENSG00000149182,5,1220.1,933.8,8,138.1,48.6,-8.1,-13.1,0.14
ENSG00000165916,3,1220.3,856.6,9,125.6,43.8,-10.0,-8.8,0.46
ENSG00000149187,3,1218.9,974.4,5,148.5,44.4,-8.3,-12.5,0.31
ENSG00000213619,3,1117.4,909.8,10,122.8,42.8,-10.1,-12.7,0.39
ENSG00000109919,4,1218.2,910.3,8,122.9,42.4,-9.6,-9.8,0.97
ENSG00000109920,4,1252.5,987.4,5,174.1,44.4,-10.9,-8.4,0.47
ENSG00000030066,5,1294.4,834.1,7,120.5,50.4,-10.2,-11.0,0.44
ENSG00000149136,1,1109.8,872.8,7,169.7,43.2,-13.6,-13.4,0.32
ENSG00000134802,4,1260.3,815.8,10,141.0,58.3,-13.2,-11.9,0.19
ENSG00000134809,3,1215.6,993.6,8,185.0,42.5,-9.0,-11.3,0.2
ENSG00000213593,1,1177.9,896.4,6,162.3,53.7,-11.7,-13.7,0.55
ENSG00000211450,4,1109.1,877.2,5,170.7,54.1,-14.3,-11.0,0.9
ENSG00000186660,3,1224.9,926.3,9,172.4,51.0,-8.1,-11.1,0.66
ENSG00000110048,3,1145.9,973.3,7,178.3,42.5,-11.7,-8.6,0.44
ENSG00000166900,4,1240.7,932.5,9,152.7,44.8,-14.8,-9.5,0.66
ENSG00000166902,5,1241.1,903.0,6,155.7,41.8,-10.4,-9.5,0.19
ENSG00000149516,3,1106.0,812.1,6,177.8,50.4,-8.0,-9.6,0.13
ENSG00000110079,4,1264.9,832.0,8,165.5,40.8,-10.7,-11.0,0.64
ENSG00000110104,2,1187.8,893.9,10,156.3,46.9,-12.0,-12.1,0.6
ENSG00000110107,4,1187.2,833.8,10,126.2,47.5,-12.8,-13.5,0.32
ENSG00000167986,4,1146.4,900.7,8,147.7,51.7,-8.1,-11.2,0.44
ENSG00000149483,3,1220.4,906.0,10,137.5,50.4,-15.9,-9.5,0.53
ENSG00000149532,1,1275.1,993.5,7,139.6,45.7,-9.7,-9.6,0.88
ENSG00000134825,1,1226.3,911.7,9,163.6,40.7,-9.0,-8.4,0.29
ENSG00000168496,3,1276.3,967.0,7,124.6,51.4,-13.7,-8.9,0.4
